"","variable","numDF","denDF","F-value","p-value","feature","omic","virus","level","coefficient","p.adj"
"2061","sex",1,3168,0.277161475801146,0.598604605598474,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.702235431525154
"2062","discretized_admit_age_quantile",4,3168,5.50973012884468,0.000203237686454139,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.000431880083715044
"2063","virus_positive",1,3168,0.764294593804552,0.382054140695218,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.381195827737917,0.997106684658914
"2064","event_type",11,3168,9.33273534998711,1.11022302462516e-16,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,2.69625591694681e-16
"2065","(Intercept)",1,3168,0.0435706922475161,0.834667802233092,"Plasmacytoid DC","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.0702619521700412,0.905703359869951
"2066","trajectory_group",1,3168,2.54600403901367,0.110673343750078,"Plasmacytoid DC","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0279463610751066,0.2236792025589
"2067","sex",1,3168,1.63281293146669,0.201408045397638,"Plasmacytoid DC","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.293480294722272
"2068","discretized_admit_age_quantile",4,3168,0.467273368344061,0.759812952793921,"Plasmacytoid DC","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.777360679501735
"2069","virus_positive",1,3168,0.0620604711112312,0.803284579585639,"Plasmacytoid DC","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.11357327763927,0.997106684658914
"2070","event_type",11,3168,1.42907836332622,0.15251018933786,"Plasmacytoid DC","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.18088417805188
"2071","(Intercept)",1,3168,0.494839540685241,0.481828096238848,"Tier2_Bcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.233256981773523,0.722742144358272
"2072","trajectory_group",1,3168,5.81182864674244,0.0159753257115193,"Tier2_Bcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.042425751090691,0.0387972195851182
"2073","sex",1,3168,1.23749390439476,0.266038992798424,"Tier2_Bcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.35705233243999
"2074","discretized_admit_age_quantile",4,3168,1.66575712946661,0.155095522964842,"Tier2_Bcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.19292369929773
"2075","virus_positive",1,3168,1.15214244038771,0.283182862617172,"Tier2_Bcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.479403251963961,0.997106684658914
"2076","event_type",11,3168,2.60725050029212,0.00262590533902385,"Tier2_Bcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.00361949114297882
"2077","(Intercept)",1,3168,0.0719704497470643,0.788506586457332,"Tier2_NK_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.0904364265146932,0.874213824115737
"2078","trajectory_group",1,3168,0.314011050156587,0.575268835498471,"Tier2_NK_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0100044686210979,0.686655241642718
"2079","sex",1,3168,1.16266650349433,0.280995309831425,"Tier2_NK_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.367455405164171
"2080","discretized_admit_age_quantile",4,3168,0.630673762177954,0.640613729668674,"Tier2_NK_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.710245656806573
"2081","virus_positive",1,3168,0.107660191301224,0.742845546188962,"Tier2_NK_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.149200044029674,0.997106684658914
"2082","event_type",11,3168,2.77782192277698,0.00134473672040669,"Tier2_NK_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.00190504368724281
"2083","(Intercept)",1,3168,0.77580966423262,0.37849257982867,"Tier2_Tcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.262147173799812,0.628838407356695
"2084","trajectory_group",1,3168,0.122167357633787,0.726718832533388,"Tier2_Tcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.00552988079940545,0.772138759566724
"2085","sex",1,3168,10.1583271597811,0.00145048767482048,"Tier2_Tcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.00493165809438962
"2086","discretized_admit_age_quantile",4,3168,1.31603201967006,0.261510339088065,"Tier2_Tcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.31754826889265
"2087","virus_positive",1,3168,0.0405088872022105,0.840501789835188,"Tier2_Tcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0803427316870265,0.997106684658914
"2088","event_type",11,3168,0.778826434288518,0.661729314991466,"Tier2_Tcell_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.703087397178432
"2089","(Intercept)",1,3168,0.00853170270286629,0.926412125674589,"Tier3_CD4_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.0312025326707543,0.94714891022168
"2090","trajectory_group",1,3168,0.830606974678312,0.362166415931032,"Tier3_CD4_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0155766374336488,0.559711733711595
"2091","sex",1,3168,0.612560748877763,0.433883766940241,"Tier3_CD4_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.526858859856007
"2092","discretized_admit_age_quantile",4,3168,0.528288415695857,0.714963164494063,"Tier3_CD4_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.775811093387174
"2093","virus_positive",1,3168,0.000200288192549249,0.98870934956832,"Tier3_CD4_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.00649517425233562,0.997106684658914
"2094","event_type",11,3168,0.450354177821475,0.933228540915729,"Tier3_CD4_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.933228540915729
"2095","(Intercept)",1,3168,0.794234101380109,0.372890567673936,"Tier3_CD8_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.290801966180965,0.628838407356695
"2096","trajectory_group",1,3168,0.137476697349394,0.710827305169617,"Tier3_CD8_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.00642936076654541,0.772138759566724
"2097","sex",1,3168,2.83433098418272,0.0923677435352008,"Tier3_CD8_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.157025164009841
"2098","discretized_admit_age_quantile",4,3168,2.35690850747706,0.0514893393736002,"Tier3_CD8_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.0709717921095571
"2099","virus_positive",1,3168,0.0763884071101546,0.782270768253753,"Tier3_CD8_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.121249707012195,0.997106684658914
"2100","event_type",11,3168,2.21634454570314,0.0114460071657536,"Tier3_CD8_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.014967855524447
"2101","(Intercept)",1,3168,0.00803569068480002,0.928577362962431,"Tier4_Treg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0302358182856391,0.94714891022168
"2102","trajectory_group",1,3168,0.360311006084074,0.548376496066605,"Tier4_Treg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0102436047803286,0.686655241642718
"2103","sex",1,3168,6.18899359786539,0.0129057746021128,"Tier4_Treg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.0329097252353877
"2104","discretized_admit_age_quantile",4,3168,0.416818706284836,0.796637412824799,"Tier4_Treg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.796637412824799
"2105","virus_positive",1,3168,0.116586403324901,0.732789357717844,"Tier4_Treg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.156467886801892,0.997106684658914
"2106","event_type",11,3168,0.459233522785826,0.928487991734297,"Tier4_Treg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.933228540915729
"2107","(Intercept)",1,3168,0.496294504604346,0.481184608283834,"Tier4_nonTreg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.231184598252172,0.722742144358272
"2108","trajectory_group",1,3168,0.989564274853216,0.31992486589326,"Tier4_nonTreg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0173536119885625,0.525854287297831
"2109","sex",1,3168,0.833978906012853,0.361193997038247,"Tier4_nonTreg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.449290093876843
"2110","discretized_admit_age_quantile",4,3168,4.25795489451605,0.00194026300123284,"Tier4_nonTreg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.00366494122455093
"2111","virus_positive",1,3168,0.166839891494478,0.682963310165188,"Tier4_nonTreg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.179903893588305,0.997106684658914
"2112","event_type",11,3168,3.99523825842495,8.17515632600685e-06,"Tier4_nonTreg_Undefined","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,1.5441961949124e-05
"2113","(Intercept)",1,3168,0.0191480189823962,0.889951768266879,"gd T Cell","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0437841700004603,0.945573753783559
"2114","trajectory_group",1,3168,3.5856170326052,0.0583728024747561,"gd T Cell","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0317808642653963,0.124042205258857
"2115","sex",1,3168,0.0138194313792076,0.906426860715058,"gd T Cell","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.906426860715058
"2116","discretized_admit_age_quantile",4,3168,9.11281596798067,2.56490485850414e-07,"gd T Cell","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,8.72067651891406e-07
"2117","virus_positive",1,3168,1.63539026533248,0.201052785734588,"gd T Cell","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.539565000639691,0.997106684658914
"2118","event_type",11,3168,2.05658418999175,0.0202848234589248,"gd T Cell","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.0258631499101291
"2119","(Intercept)",1,3168,5.30244982289417,0.0213599632054167,"Basophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.620576889948342,0.112256731800312
"2120","trajectory_group",1,3168,5.86952422984268,0.015460939597491,"Basophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.0346096424208447,0.0387972195851182
"2121","sex",1,3168,4.34549884691008,0.0371868022345299,"Basophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.0785172694492693
"2122","discretized_admit_age_quantile",4,3168,0.982536809767879,0.41570668503104,"Basophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.481841839467796
"2123","virus_positive",1,3168,1.00870537881927,0.315289894633017,"Basophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.364917187734801,0.997106684658914
"2124","event_type",11,3168,117.242988182726,0,"Basophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0
"2125","(Intercept)",1,3168,2.04077920648936,0.153229769274046,"Eosinophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.429352171033971,0.355214465135288
"2126","trajectory_group",1,3168,0.308007516718538,0.578944615502683,"Eosinophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.00885978149363549,0.686655241642718
"2127","sex",1,3168,4.59668347088981,0.0321097629098319,"Eosinophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.0711999090609316
"2128","discretized_admit_age_quantile",4,3168,2.78702211011826,0.0251195669257167,"Eosinophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.040034309787861
"2129","virus_positive",1,3168,0.440300877518406,0.507025552626913,"Eosinophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.268360805386039,0.997106684658914
"2130","event_type",11,3168,48.5763466243441,0,"Eosinophil","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0
"2131","(Intercept)",1,3168,0.432812215915792,0.510660052998168,"Neutrophil (CD16hi)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.201010892762939,0.724326473497347
"2132","trajectory_group",1,3168,42.8454973628945,6.8840377842605e-11,"Neutrophil (CD16hi)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.106204031186953,3.90095474441428e-10
"2133","sex",1,3168,10.7980795503532,0.00102712606140731,"Neutrophil (CD16hi)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.00374167350941235
"2134","discretized_admit_age_quantile",4,3168,11.9945029976848,1.12536657770335e-09,"Neutrophil (CD16hi)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,5.21760867844279e-09
"2135","virus_positive",1,3168,0.250032792364498,0.617086717878479,"Neutrophil (CD16hi)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.205657622228967,0.997106684658914
"2136","event_type",11,3168,22.5239076878997,0,"Neutrophil (CD16hi)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0
"2137","(Intercept)",1,3168,3.18667545189296,0.0743364991497011,"Neutrophil (CD16low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",-0.562147013939985,0.223009497449103
"2138","trajectory_group",1,3168,65.8414685758527,6.66133814775094e-16,"Neutrophil (CD16low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.135511236020629,1.13242748511766e-14
"2139","sex",1,3168,0.266315474632798,0.60585017621778,"Neutrophil (CD16low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.702235431525154
"2140","discretized_admit_age_quantile",4,3168,2.05965041904183,0.0834902601991436,"Neutrophil (CD16low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0.109179571029649
"2141","virus_positive",1,3168,0.000935741888127621,0.975598525136342,"Neutrophil (CD16low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",0.012982959235474,0.997106684658914
"2142","event_type",11,3168,17.8059798333589,0,"Neutrophil (CD16low)","CyTOF","Human alphaherpesvirus 2 (HSV2).nasal","child",NA,0
"2143","(Intercept)",1,3168,0.358887538890589,0.549167553328156,"B Cell (CD11c+ CXCR5-)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",-0.196905809629974,0.756960681614485
"2144","trajectory_group",1,3168,6.05353755680564,0.0139314678199353,"B Cell (CD11c+ CXCR5-)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.0427213633439924,0.0372937640007692
"2145","sex",1,3168,0.049902204639799,0.823247935261925,"B Cell (CD11c+ CXCR5-)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.89331158932677
"2146","discretized_admit_age_quantile",4,3168,15.2674365607237,2.2690738177289e-12,"B Cell (CD11c+ CXCR5-)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,1.65318235291677e-11
"2147","virus_positive",1,3168,3.58290726323631,0.0584679702859204,"B Cell (CD11c+ CXCR5-)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.192946809205501,0.248488873715162
"2148","event_type",11,3168,1.72322818884272,0.0624376080363445,"B Cell (CD11c+ CXCR5-)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.0763294342761978
"2149","(Intercept)",1,3168,1.21145759744436,0.271127263669775,"B Cell (CD27+ non-switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.3674616612288,0.531826555659944
"2150","trajectory_group",1,3168,0.390025990982289,0.532330712651107,"B Cell (CD27+ non-switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.0110670489549087,0.697165721553253
"2151","sex",1,3168,3.76417944524383,0.0524501742767887,"B Cell (CD27+ non-switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.0955342460041508
"2152","discretized_admit_age_quantile",4,3168,2.71481913839196,0.0283728010584107,"B Cell (CD27+ non-switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.0438488743629983
"2153","virus_positive",1,3168,1.50307799619075,0.220289492919095,"B Cell (CD27+ non-switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",-0.126547826468145,0.510671097221538
"2154","event_type",11,3168,0.899161121671225,0.540363853189147,"B Cell (CD27+ non-switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.586352266226521
"2155","(Intercept)",1,3168,4.46217446196542,0.0347314111813517,"B Cell (CD27+ switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.700857575706651,0.147608497520745
"2156","trajectory_group",1,3168,0.163790160841381,0.685718034767337,"B Cell (CD27+ switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.00713473273193756,0.760252603763787
"2157","sex",1,3168,9.28560112013766,0.00232866950549193,"B Cell (CD27+ switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.00742263404875553
"2158","discretized_admit_age_quantile",4,3168,9.35005342983524,1.64377844669161e-07,"B Cell (CD27+ switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,5.98805005580516e-07
"2159","virus_positive",1,3168,0.546097192810449,0.459971525030034,"B Cell (CD27+ switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",-0.0754668442663586,0.781951592551057
"2160","event_type",11,3168,2.87605666988074,0.000908875059609793,"B Cell (CD27+ switched memory)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.0013243608011457
"2161","(Intercept)",1,3168,5.02342635220772,0.0250756286879659,"B Cell (CD71+ activated)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.691100939104651,0.116259733007842
"2162","trajectory_group",1,3168,1.34170132908182,0.246821469518745,"B Cell (CD71+ activated)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.018818559092495,0.430709104238992
"2163","sex",1,3168,0.0172729918174783,0.895446070553151,"B Cell (CD71+ activated)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.895446070553151
"2164","discretized_admit_age_quantile",4,3168,3.24481991639169,0.0114885652492045,"B Cell (CD71+ activated)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.0195305609236476
"2165","virus_positive",1,3168,0.430177178521529,0.511949651296634,"B Cell (CD71+ activated)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.0627757492363877,0.791194915640253
"2166","event_type",11,3168,3.7486144998246,2.38456361003614e-05,"B Cell (CD71+ activated)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,3.90231921032144e-05
"2167","(Intercept)",1,3168,0.407638134372994,0.523216886890667,"B Cell (Plasmablast)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.187587996172365,0.749525312327848
"2168","trajectory_group",1,3168,7.08322127426918,0.00782018119571992,"B Cell (Plasmablast)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.041458681712968,0.0221571800545398
"2169","sex",1,3168,3.83878072839049,0.0501675055279632,"B Cell (Plasmablast)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.0947608437750417
"2170","discretized_admit_age_quantile",4,3168,2.02951419923884,0.0876227163592194,"B Cell (Plasmablast)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0.111718963358005
"2171","virus_positive",1,3168,0.963084533406559,0.326485891279355,"B Cell (Plasmablast)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",0.0892463862869273,0.61669557241656
"2172","event_type",11,3168,79.9445254660214,0,"B Cell (Plasmablast)","CyTOF","Human alphaherpesvirus 1 (HSV1).nasal","child",NA,0
